514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
514.4	303.7	60.5	154.7	70.3	40.0	49.1	38.0	207.6	184.8	1103.7	219.0	23.4	169.3	335.5	60.9
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
530.7	313.2	62.3	159.5	70.9	40.1	48.7	38.4	206.5	184.0	1089.8	217.9	22.3	162.5	339.3	61.3
