5	5
9	8
10	8
12	12
14	6
18	4
26	8
27	12
45	2
64	6
65	4
66	8
75	12
94	3
100	6
111	10
112	14
118	15
120	6
125	12
153	5
166	7
167	5
168	8
177	4
179	6
190	4
191	7
193	7
201	7
203	3
207	4
211	8
220	10
222	2
224	1
225	3
229	1
230	4
231	5
234	4
238	6
254	5
274	9
279	16
289	8
307	12
322	10
323	10
325	4
336	10
344	9
