1	24.0	14.0	15.0	16.0			
0	15.0	25.0	24.0				
3	4.0	30.0	31.0	32.0			
2	30.0						
2	10.0	25.0	31.0	30.0			
6	7.0	66.0					
5	66.0						
5	67.0	27.0	66.0				
9	10.0	30.0					
8	30.0						
8	4.0	30.0					
12	13.0	37.0					
11	37.0						
11	15.0	27.0	37.0				
15	16.0	0.0					
1	13.0	14.0	34.0	0.0			
14	0.0						
18	35.0	33.0	34.0	36.0			
17	36.0	59.0	35.0				
20	21.0	28.0					
19	28.0						
19	29.0	28.0					
23	28.0	24.0	25.0	29.0			
22	25.0	29.0	28.0				
25	0.0	1.0	22.0				
1	24.0	4.0	23.0	22.0			
27	37.0						
13	26.0	7.0	61.0	37.0			
29	19.0	20.0	21.0	22.0	23.0		
21	28.0	23.0	22.0				
31	32.0	2.0	3.0	4.0	8.0	9.0	10.0
30	4.0	2.0					
30	2.0						
34	17.0						
15	33.0	36.0	17.0				
36	17.0	18.0					
18	34.0	35.0	17.0				
27	11.0	12.0	13.0	26.0			
39	81.0	95.0	80.0	82.0			
38	80.0						
76	84.0	75.0	77.0				
42	43.0	66.0	51.0	52.0	67.0		
41	52.0	67.0	100.0	66.0			
41	66.0						
45	46.0	49.0	50.0				
44	50.0	49.0					
44	49.0						
48	58.0	59.0					
47	59.0	58.0					
50	44.0	45.0	46.0				
49	45.0	111.0	44.0				
52	41.0	99.0	100.0	101.0			
42	51.0	100.0	41.0				
54	84.0	60.0	61.0	62.0			
53	70.0	84.0					
56	57.0	70.0	71.0	87.0	88.0		
55	64.0	70.0	86.0				
55	70.0						
59	47.0	48.0					
58	18.0	48.0	47.0				
61	62.0	53.0					
27	60.0	53.0					
60	53.0						
64	65.0	70.0					
56	63.0	70.0					
63	70.0						
67	5.0	6.0	7.0	41.0	42.0	43.0	
7	42.0	66.0	41.0				
69	72.0						
68	72.0						
54	56.0	71.0	55.0	57.0	63.0	64.0	65.0
70	55.0						
88	93.0	68.0	69.0	92.0			
74	92.0						
73	93.0	92.0					
76	77.0	40.0	78.0	79.0			
40	75.0						
75	40.0						
79	75.0						
78	75.0						
81	82.0	38.0	39.0				
38	80.0						
80	38.0						
86	85.0						
40	54.0	53.0					
86	83.0						
85	56.0	83.0					
88	55.0						
87	72.0	55.0					
90	91.0	147.0					
89	95.0	121.0	147.0				
89	147.0						
93	72.0	73.0	74.0				
92	72.0	74.0					
95	137.0	138.0					
90	94.0	38.0	138.0	137.0			
97	127.0						
96	128.0	143.0	154.0	127.0			
100	106.0						
100	101.0	51.0					
99	42.0	52.0	98.0	111.0	51.0		
99	51.0						
103	181.0	104.0	105.0				
102	182.0	104.0	181.0				
103	105.0	140.0	102.0				
104	102.0						
107	111.0	98.0	112.0				
106	111.0						
109	110.0	135.0	136.0				
108	135.0						
108	111.0	119.0	136.0	135.0			
50	106.0	110.0	100.0	112.0	107.0		
111	106.0						
116	119.0	128.0	114.0	115.0			
115	116.0	113.0					
114	113.0						
113	114.0						
118	136.0	119.0					
117	119.0						
113	110.0	117.0	118.0	135.0			
121	147.0						
90	120.0	147.0					
123	144.0						
122	136.0	134.0	145.0	144.0			
125	126.0	154.0	127.0	128.0	129.0	148.0	149.0
124	154.0						
124	128.0	148.0	154.0				
128	129.0	96.0	97.0	124.0			
97	126.0	127.0	113.0	154.0	124.0		
127	124.0						
131	132.0	142.0	143.0				
130	143.0	142.0					
130	142.0						
134	144.0	145.0	146.0	152.0	153.0		
133	123.0	136.0	145.0	153.0	144.0		
136	108.0	109.0	110.0	119.0			
117	123.0	134.0	135.0	110.0	108.0		
138	94.0	95.0					
137	95.0	94.0					
140	141.0	172.0					
139	104.0	145.0	172.0				
139	172.0						
143	130.0	131.0	132.0				
97	131.0	142.0	130.0				
145	146.0	122.0	123.0	133.0	134.0		
134	140.0	144.0	123.0	133.0			
144	133.0						
90	89.0	91.0	120.0	121.0			
126	149.0	150.0	124.0	151.0			
148	124.0						
148	151.0						
150	148.0						
153	133.0	172.0	173.0	174.0			
152	134.0	173.0	133.0				
128	97.0	124.0	125.0	126.0			
156	157.0	158.0					
155	176.0	158.0	163.0	157.0			
158	155.0	156.0	176.0				
157	156.0	165.0	155.0				
160	178.0	161.0	163.0	162.0			
159	168.0	180.0	177.0	167.0	169.0		
159							
163	159.0	183.0	184.0	185.0			
162	156.0	159.0	184.0				
165	166.0	170.0	171.0				
164	158.0	184.0	171.0	170.0			
164	170.0						
168	169.0	160.0	181.0	182.0			
160	167.0	173.0					
167	160.0						
171	164.0	165.0	166.0				
170	165.0	184.0	164.0				
173	174.0	139.0	140.0	141.0	152.0		
168	172.0	153.0	152.0				
172	152.0						
178	187.0	186.0					
156	157.0						
178	160.0	179.0	180.0				
159	175.0	177.0	180.0	184.0	179.0		
180	177.0	178.0					
160	178.0	179.0	187.0	184.0	177.0		
182	102.0	103.0	167.0				
103	181.0	167.0					
184	185.0	162.0					
163	165.0	171.0	183.0	178.0	180.0	162.0	
183	162.0						
187	175.0						
175	180.0	186.0					
