139	ng	338.728	116.5601109	6.3165	4.81233	169.36	2
139	solar	18.746	0.0	0.0	0.0	0.0	4
141	solar	12.612	0.0	0.0	0.0	0.0	1
142	solar	14.997	0.0	0.0	0.0	0.0	2
142	wind	2.284	0.0	0.0	0.0	0.0	1
143	nuclear	617.001	298.4075212	1.0	8.0	0.0	1
143	wind_offshore	1.0	0.0	0.0	0.0	0.0	1
146	hydro	2.8000000000000003	0.96999997	0.0	0.0	0.0	4
146	ng	363.285	150.78106047	5.808	4.74359	181.65	3
146	solar	16.872	0.0	0.0	0.0	0.0	2
147	hydro	611.2	113.640002346	0.0	0.0	0.0	3
147	wind	32.552	0.0	0.0	0.0	0.0	1
149	dfo	12.3	4.346	49.413	24.05064	6.15	1
149	ng	982.128	333.9535841	14.167799999999996	9.405224	491.08	5
149	wind	30.6	0.0	0.0	0.0	0.0	1
151	solar	2.809	0.0	0.0	0.0	0.0	1
151	wind	10.2	0.0	0.0	0.0	0.0	1
151	wind_offshore	832.0	0.0	0.0	0.0	0.0	5
153	ng	508.90199999999993	168.9538261	22.5985	14.05404	254.46	2
153	solar	5.7940000000000005	0.0	0.0	0.0	0.0	1
154	ng	345.23	103.641504127	6.39425	4.688219999999999	172.6	4
154	wind_offshore	803.0	0.0	0.0	0.0	0.0	4
155	hydro	57.866	17.869999871	0.0	0.0	0.0	2
155	ng	4.772	2.263719683	5.321	4.57691	2.39	1
156	hydro	6.0	2.449999982	0.0	0.0	0.0	4
156	ng	40.282	12.239621619	8.286999999999999	6.88104	20.13	2
157	ng	598.5409999999999	143.413299897	5.9122	4.715698	299.28000000000003	5
160	ng	82.226	34.033471898	5.23025	4.59597	41.1	4
161	dfo	41.886	11.115028819	16.471	8.01688	20.94	2
161	hydro	10.6	3.6999999729999993	0.0	0.0	0.0	4
166	dfo	464.198	132.390848876	54.903333333333336	26.722933333333334	232.07	3
166	hydro	20.7	5.829999958	0.0	0.0	0.0	4
166	ng	641.388	206.76416101	5.769	4.95838	262.64	2
167	ng	15.314	4.871435984	11.539	9.16078	7.66	1
171	dfo	637.199	233.44442549900003	16.471	8.01688	318.59000000000003	5
172	ng	621.414	139.89565706000002	5.551	4.94632	259.12	2
173	ng	5.104	2.263719683	5.709	4.57731	2.55	1
175	dfo	542.615	163.92025647400004	22.3535	10.88005142857143	271.29999999999984	14
175	hydro	4.859999999999999	1.369999991	0.0	0.0	0.0	1
175	ng	23.525	7.889728895000001	5.1785	4.58535	11.76	2
175	solar	10.08	0.0	0.0	0.0	0.0	1
176	dfo	117.203	41.93353568999999	26.3536	12.827008	58.580000000000005	5
178	ng	512.666	228.2029181	5.353	4.88067	234.68	2
179	dfo	232.484	41.712580065	65.884	32.06752	116.24	1
180	dfo	756.436	213.683306852	16.471	8.01688	378.2000000000001	6
181	hydro	8.0	3.4299999750000003	0.0	0.0	0.0	1
182	ng	78.798	18.409367421	8.224499999999999	6.90429	39.39	2
182	solar	2.52	0.0	0.0	0.0	0.0	1
185	dfo	7.973	2.142308926	27.451666666666668	13.361466666666669	3.98	3
185	ng	370.627	103.820398788	5.6555	4.645733333333333	185.31	6
187	dfo	9.608	2.507366051	16.471	8.01688	4.8	4
187	ng	44.385	13.648898087	13.7115	11.454675	22.19	2
187	nuclear	1888.898	821.6083885	1.0	8.0	0.0	2
